year,vaccine_name,coverage_percent
2016,"Inactivated polio-containing vaccine, 1st dose",55.67
2016,"Inactivated polio-containing vaccine, 1st dose",56.0
2016,"Inactivated polio-containing vaccine, 1st dose",47.0
2016,Japanese encephalitis,58.95
2016,Japanese encephalitis,59.0
2016,"Measles-containing vaccine, 1st dose",88.35
2016,"Measles-containing vaccine, 1st dose",88.0
2016,"Measles-containing vaccine, 1st dose",88.0
2016,"Measles-containing vaccine, 2nd dose",76.48
2016,"Measles-containing vaccine, 2nd dose",76.0
2016,"Measles-containing vaccine, 2nd dose",76.0
2016,Meningococcal A conjugate vaccine,
2016,Meningococcal A conjugate vaccine,
2016,Protection at birth (PAB) against neonatal tetanus,
2016,Protection at birth (PAB) against neonatal tetanus,87.0
2016,"Pneumococcal conjugate vaccine, 1st dose",
2016,"Pneumococcal conjugate vaccine, 1st dose",
2016,"Pneumococcal conjugate vaccine, 2nd dose",
2016,"Pneumococcal conjugate vaccine, 2nd dose",
2016,"Pneumococcal conjugate vaccine, final dose",
2016,"Pneumococcal conjugate vaccine, final dose",
2016,"Pneumococcal conjugate vaccine, final dose",
2016,"Polio, 3rd dose",86.26
2016,"Polio, 3rd dose",86.0
2016,"Polio, 3rd dose",86.0
2016,"HPV Vaccination program coverage, first dose, females",
2016,"HPV Vaccination program coverage, first dose, males",
2016,"HPV Vaccination program coverage, last dose, females",
2016,"HPV Vaccination program coverage, last dose, males",
2016,"Rubella-containing vaccine, 1st dose",
2016,"Rubella-containing vaccine, 1st dose",
2016,"Rubella-containing vaccine, 1st dose",
2016,"Rotavirus, 1st dose",74.69
2016,"Rotavirus, 1st dose",75.0
2016,"Rotavirus, last dose",65.5
2016,"Rotavirus, last dose",65.0
2016,"Rotavirus, last dose",4.0
2016,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",76.34
2016,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",76.0
2016,"Vitamin A, 1st dose",76.03
2016,"Vitamin A, 1st dose",76.0
2016,Yellow fever vaccine,
2016,Yellow fever vaccine,
2017,"HPV Vaccination coverage by age 15, first dose, females",
2017,"HPV Vaccination coverage by age 15, first dose, males",
2017,"HPV Vaccination coverage by age 15, last dose, females",
2017,"HPV Vaccination coverage by age 15, last dose, males",
2017,BCG (Baccille Calmette Guérin) vaccine,92.3
2017,BCG (Baccille Calmette Guérin) vaccine,92.0
2017,BCG (Baccille Calmette Guérin) vaccine,92.0
2017,"DTP-containing vaccine, 1st dose",92.26
2017,"DTP-containing vaccine, 1st dose",92.0
2017,"DTP-containing vaccine, 1st dose",92.0
2017,"DTP-containing vaccine, 3rd dose",89.31
2017,"DTP-containing vaccine, 3rd dose",89.0
2017,"DTP-containing vaccine, 3rd dose",89.0
2017,"HepB, birth dose (given within 24 hours of birth)",53.66
2017,"HepB, birth dose (given within 24 hours of birth)",54.0
2017,"HepB, birth dose (given within 24 hours of birth)",54.0
2017,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2017,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2017,"HepB, 3rd dose",89.31
2017,"HepB, 3rd dose",89.0
2017,"HepB, 3rd dose",89.0
2017,"Hib, 3rd dose",89.31
2017,"Hib, 3rd dose",89.0
2017,"Hib, 3rd dose",89.0
2017,"Inactivated polio-containing vaccine, 1st dose",50.46
2017,"Inactivated polio-containing vaccine, 1st dose",50.0
2017,"Inactivated polio-containing vaccine, 1st dose",50.0
2017,Japanese encephalitis,88.28
2017,Japanese encephalitis,88.0
2017,"Measles-containing vaccine, 1st dose",89.63
2017,"Measles-containing vaccine, 1st dose",90.0
2017,"Measles-containing vaccine, 1st dose",90.0
2017,"Measles-containing vaccine, 2nd dose",79.58
2017,"Measles-containing vaccine, 2nd dose",80.0
2017,"Measles-containing vaccine, 2nd dose",80.0
2017,Meningococcal A conjugate vaccine,
2017,Meningococcal A conjugate vaccine,
2017,Protection at birth (PAB) against neonatal tetanus,
2017,Protection at birth (PAB) against neonatal tetanus,90.0
2017,"Pneumococcal conjugate vaccine, 1st dose",82.92
2017,"Pneumococcal conjugate vaccine, 1st dose",83.0
2017,"Pneumococcal conjugate vaccine, 2nd dose",42.2
2017,"Pneumococcal conjugate vaccine, 2nd dose",42.0
2017,"Pneumococcal conjugate vaccine, final dose",
2017,"Pneumococcal conjugate vaccine, final dose",
2017,"Pneumococcal conjugate vaccine, final dose",
2017,"Polio, 3rd dose",88.51
2017,"Polio, 3rd dose",89.0
2017,"Polio, 3rd dose",89.0
2017,"HPV Vaccination program coverage, first dose, females",
2017,"HPV Vaccination program coverage, first dose, males",
2017,"HPV Vaccination program coverage, last dose, females",
2017,"HPV Vaccination program coverage, last dose, males",
2017,"Rubella-containing vaccine, 1st dose",65.2
2017,"Rubella-containing vaccine, 1st dose",65.0
2017,"Rubella-containing vaccine, 1st dose",6.0
2017,"Rotavirus, 1st dose",68.98
2017,"Rotavirus, 1st dose",69.0
2017,"Rotavirus, last dose",68.53
2017,"Rotavirus, last dose",69.0
2017,"Rotavirus, last dose",13.0
2017,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",81.68
2017,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",82.0
2017,"Vitamin A, 1st dose",78.16
2017,"Vitamin A, 1st dose",78.0
2017,Yellow fever vaccine,
2017,Yellow fever vaccine,
2018,"HPV Vaccination coverage by age 15, first dose, females",
2018,"HPV Vaccination coverage by age 15, first dose, males",
2018,"HPV Vaccination coverage by age 15, last dose, females",
2018,"HPV Vaccination coverage by age 15, last dose, males",
2018,BCG (Baccille Calmette Guérin) vaccine,98.31
2018,BCG (Baccille Calmette Guérin) vaccine,98.0
2018,BCG (Baccille Calmette Guérin) vaccine,92.0
2018,"Diphtheria-containing vaccine, 4th dose (1st booster)",87.98
2018,"Diphtheria-containing vaccine, 4th dose (1st booster)",
2018,"Diphtheria-containing vaccine, 5th dose (2nd booster)",68.34
2018,"Diphtheria-containing vaccine, 5th dose (2nd booster)",
2018,"Diphtheria-containing vaccine, 6th dose (3rd booster)",
2018,"Diphtheria-containing vaccine, 6th dose (3rd booster)",
2018,"DTP-containing vaccine, 1st dose",103.29
2018,"DTP-containing vaccine, 1st dose",103.0
2018,"DTP-containing vaccine, 1st dose",93.0
2018,"DTP-containing vaccine, 3rd dose",98.98
2018,"DTP-containing vaccine, 3rd dose",99.0
2018,"DTP-containing vaccine, 3rd dose",90.0
2018,Influenza all persons above >6 months (universal recommendation),
2018,Influenza child age group 1,
2018,Influenza child age group 2,
2018,Influenza chronic adult,
2018,Influenza chronic children and adults,
2018,Influenza chronic pediatric,
2018,Influenza older persons,
2018,Influenza travellers (incl. Hajj pilgrimage),
2018,Influenza health care workers,
2018,Influenza pregnant women,
2018,Influenza residents living in long term care facilities,
2018,"HepB, birth dose (given within 24 hours of birth)",59.62
2018,"HepB, birth dose (given within 24 hours of birth)",60.0
2018,"HepB, birth dose (given within 24 hours of birth)",54.0
2018,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2018,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2018,"HepB, 3rd dose",98.98
2018,"HepB, 3rd dose",99.0
2018,"HepB, 3rd dose",90.0
2018,"Hib, 3rd dose",96.94
2018,"Hib, 3rd dose",97.0
2018,"Hib, 3rd dose",90.0
2018,"HPV Female, final dose",
2018,"HPV Female, final dose",
2018,"HPV Male, final dose",
2018,"HPV Male, final dose",
2018,"Inactivated polio-containing vaccine, 1st dose",
2018,"Inactivated polio-containing vaccine, 1st dose",
2018,"Inactivated polio-containing vaccine, 1st dose",75.0
2018,"Fractional inactivated polio-containing vaccine, 1st dose",90.22
2018,"Fractional inactivated polio-containing vaccine, 1st dose",90.0
2018,"Fractional inactivated polio-containing vaccine, 2nd dose",84.68
2018,"Fractional inactivated polio-containing vaccine, 2nd dose",85.0
2018,Japanese encephalitis,69.49
2018,Japanese encephalitis,69.49
2018,"Measles-containing vaccine, 1st dose",99.73
2018,"Measles-containing vaccine, 1st dose",100.0
2018,"Measles-containing vaccine, 1st dose",93.0
2018,"Measles-containing vaccine, 2nd dose",81.91
2018,"Measles-containing vaccine, 2nd dose",82.0
2018,"Measles-containing vaccine, 2nd dose",82.0
2018,Meningococcal A conjugate vaccine,
2018,Meningococcal A conjugate vaccine,
2018,Protection at birth (PAB) against neonatal tetanus,
2018,Protection at birth (PAB) against neonatal tetanus,90.0
2018,"Pneumococcal conjugate vaccine, 1st dose",72.72
2018,"Pneumococcal conjugate vaccine, 1st dose",72.72
2018,"Pneumococcal conjugate vaccine, 2nd dose",62.27
2018,"Pneumococcal conjugate vaccine, 2nd dose",62.27
2018,"Pneumococcal conjugate vaccine, final dose",44.29
2018,"Pneumococcal conjugate vaccine, final dose",44.29
2018,"Pneumococcal conjugate vaccine, final dose",6.0
2018,"Pertussis-containing vaccine, 4th dose (1st booster)",
2018,"Pertussis-containing vaccine, 4th dose (1st booster)",
2018,"Polio, 3rd dose",97.14
2018,"Polio, 3rd dose",97.0
2018,"Polio, 3rd dose",90.0
2018,"HPV Vaccination program coverage, first dose, females",
2018,"HPV Vaccination program coverage, first dose, males",
2018,"HPV Vaccination program coverage, last dose, females",
2018,"HPV Vaccination program coverage, last dose, males",
2018,"Rubella-containing vaccine, 1st dose",99.73
2018,"Rubella-containing vaccine, 1st dose",100.0
2018,"Rubella-containing vaccine, 1st dose",93.0
2018,"Rotavirus, 1st dose",78.6
2018,"Rotavirus, 1st dose",78.6
2018,"Rotavirus, last dose",73.42
2018,"Rotavirus, last dose",73.42
2018,"Rotavirus, last dose",35.0
2018,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",80.83
2018,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",80.83
2018,"Tetanus-containing vaccine, 4th dose (1st booster)",
2018,"Tetanus-containing vaccine, 4th dose (1st booster)",
2018,"Tetanus-containing vaccine, 5th dose (2nd booster)",
2018,"Tetanus-containing vaccine, 5th dose (2nd booster)",
2018,"Tetanus-containing vaccine, 6th dose (3rd booster)",
2018,"Tetanus-containing vaccine, 6th dose (3rd booster)",
2018,Typhoid,
2018,Typhoid,
2018,"Vitamin A, 1st dose",71.29
2018,"Vitamin A, 1st dose",71.0
2018,Yellow fever vaccine,
2018,Yellow fever vaccine,
2019,"HPV Vaccination coverage by age 15, first dose, females",
2019,"HPV Vaccination coverage by age 15, first dose, males",
2019,"HPV Vaccination coverage by age 15, last dose, females",
2019,"HPV Vaccination coverage by age 15, last dose, males",
2019,BCG (Baccille Calmette Guérin) vaccine,92.06
2019,BCG (Baccille Calmette Guérin) vaccine,92.06
2019,BCG (Baccille Calmette Guérin) vaccine,92.0
2019,"Diphtheria-containing vaccine, 4th dose (1st booster)",83.94
2019,"Diphtheria-containing vaccine, 4th dose (1st booster)",83.94
2019,"Diphtheria-containing vaccine, 5th dose (2nd booster)",65.5
2019,"Diphtheria-containing vaccine, 5th dose (2nd booster)",65.5
2019,"Diphtheria-containing vaccine, 6th dose (3rd booster)",0.0
2019,"Diphtheria-containing vaccine, 6th dose (3rd booster)",
2019,"DTP-containing vaccine, 1st dose",93.76
2019,"DTP-containing vaccine, 1st dose",93.76
2019,"DTP-containing vaccine, 1st dose",94.0
2019,"DTP-containing vaccine, 3rd dose",90.63
2019,"DTP-containing vaccine, 3rd dose",90.63
2019,"DTP-containing vaccine, 3rd dose",91.0
2019,Influenza all persons above >6 months (universal recommendation),
2019,Influenza child age group 1,
2019,Influenza child age group 2,
2019,Influenza chronic adult,
2019,Influenza chronic children and adults,
2019,Influenza chronic pediatric,
2019,Influenza older persons,
2019,Influenza travellers (incl. Hajj pilgrimage),
2019,Influenza health care workers,
2019,Influenza pregnant women,
2019,Influenza residents living in long term care facilities,
2019,"HepB, birth dose (given within 24 hours of birth)",73.69
2019,"HepB, birth dose (given within 24 hours of birth)",73.69
2019,"HepB, birth dose (given within 24 hours of birth)",56.0
2019,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2019,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2019,"HepB, 3rd dose",90.63
2019,"HepB, 3rd dose",90.63
2019,"HepB, 3rd dose",91.0
2019,"Hib, 3rd dose",90.63
2019,"Hib, 3rd dose",90.63
2019,"Hib, 3rd dose",91.0
2019,"HPV Female, final dose",
2019,"HPV Female, final dose",
2019,"HPV Male, final dose",
2019,"HPV Male, final dose",
2019,"Inactivated polio-containing vaccine, 1st dose",0.0
2019,"Inactivated polio-containing vaccine, 1st dose",
2019,"Inactivated polio-containing vaccine, 1st dose",82.0
2019,"Fractional inactivated polio-containing vaccine, 1st dose",86.12
2019,"Fractional inactivated polio-containing vaccine, 1st dose",86.12
2019,"Fractional inactivated polio-containing vaccine, 2nd dose",82.37
2019,"Fractional inactivated polio-containing vaccine, 2nd dose",82.37
2019,Japanese encephalitis,84.81
2019,Japanese encephalitis,84.81
2019,"Measles-containing vaccine, 1st dose",95.25
2019,"Measles-containing vaccine, 1st dose",95.25
2019,"Measles-containing vaccine, 1st dose",95.0
2019,"Measles-containing vaccine, 2nd dose",84.04
2019,"Measles-containing vaccine, 2nd dose",84.04
2019,"Measles-containing vaccine, 2nd dose",84.0
2019,Meningococcal A conjugate vaccine,
2019,Meningococcal A conjugate vaccine,
2019,Protection at birth (PAB) against neonatal tetanus,
2019,Protection at birth (PAB) against neonatal tetanus,90.0
2019,"Pneumococcal conjugate vaccine, 1st dose",76.46
2019,"Pneumococcal conjugate vaccine, 1st dose",76.46
2019,"Pneumococcal conjugate vaccine, 2nd dose",68.7
2019,"Pneumococcal conjugate vaccine, 2nd dose",68.7
2019,"Pneumococcal conjugate vaccine, final dose",56.58
2019,"Pneumococcal conjugate vaccine, final dose",56.58
2019,"Pneumococcal conjugate vaccine, final dose",15.0
2019,"Pertussis-containing vaccine, 4th dose (1st booster)",0.0
2019,"Pertussis-containing vaccine, 4th dose (1st booster)",
2019,"Polio, 3rd dose",90.42
2019,"Polio, 3rd dose",90.42
2019,"Polio, 3rd dose",90.0
2019,"HPV Vaccination program coverage, first dose, females",
2019,"HPV Vaccination program coverage, first dose, males",
2019,"HPV Vaccination program coverage, last dose, females",
2019,"HPV Vaccination program coverage, last dose, males",
2019,"Rubella-containing vaccine, 1st dose",88.07
2019,"Rubella-containing vaccine, 1st dose",88.07
2019,"Rubella-containing vaccine, 1st dose",95.0
2019,"Rotavirus, 1st dose",84.62
2019,"Rotavirus, 1st dose",84.62
2019,"Rotavirus, last dose",79.09
2019,"Rotavirus, last dose",79.09
2019,"Rotavirus, last dose",53.0
2019,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",94.45
2019,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",94.45
2019,"Tetanus-containing vaccine, 4th dose (1st booster)",0.0
2019,"Tetanus-containing vaccine, 4th dose (1st booster)",
2019,"Tetanus-containing vaccine, 5th dose (2nd booster)",0.0
2019,"Tetanus-containing vaccine, 5th dose (2nd booster)",
2019,"Tetanus-containing vaccine, 6th dose (3rd booster)",0.0
2019,"Tetanus-containing vaccine, 6th dose (3rd booster)",
2019,Typhoid,
2019,Typhoid,
2019,"Vitamin A, 1st dose",69.09
2019,"Vitamin A, 1st dose",69.09
2019,Yellow fever vaccine,
2019,Yellow fever vaccine,
2020,"HPV Vaccination coverage by age 15, first dose, females",
2020,"HPV Vaccination coverage by age 15, first dose, males",
2020,"HPV Vaccination coverage by age 15, last dose, females",
2020,"HPV Vaccination coverage by age 15, last dose, males",
2020,BCG (Baccille Calmette Guérin) vaccine,85.1
2020,BCG (Baccille Calmette Guérin) vaccine,85.1
2020,BCG (Baccille Calmette Guérin) vaccine,85.0
2020,"Diphtheria-containing vaccine, 4th dose (1st booster)",79.64
2020,"Diphtheria-containing vaccine, 4th dose (1st booster)",79.64
2020,"Diphtheria-containing vaccine, 5th dose (2nd booster)",62.48
2020,"Diphtheria-containing vaccine, 5th dose (2nd booster)",62.48
2020,"Diphtheria-containing vaccine, 6th dose (3rd booster)",
2020,"Diphtheria-containing vaccine, 6th dose (3rd booster)",
2020,"DTP-containing vaccine, 1st dose",87.07
2020,"DTP-containing vaccine, 1st dose",87.07
2020,"DTP-containing vaccine, 1st dose",87.0
2020,"DTP-containing vaccine, 3rd dose",85.22
2020,"DTP-containing vaccine, 3rd dose",85.22
2020,"DTP-containing vaccine, 3rd dose",85.0
2020,Influenza all persons above >6 months (universal recommendation),
2020,Influenza child age group 1,
2020,Influenza child age group 2,
2020,Influenza chronic adult,
2020,Influenza chronic children and adults,
2020,Influenza chronic pediatric,
2020,Influenza older persons,
2020,Influenza travellers (incl. Hajj pilgrimage),
2020,Influenza health care workers,
2020,Influenza pregnant women,
2020,Influenza residents living in long term care facilities,
2020,"HepB, birth dose (given within 24 hours of birth)",72.51
2020,"HepB, birth dose (given within 24 hours of birth)",72.51
2020,"HepB, birth dose (given within 24 hours of birth)",54.0
2020,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2020,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2020,"HepB, 3rd dose",85.22
2020,"HepB, 3rd dose",85.22
2020,"HepB, 3rd dose",85.0
2020,"Hib, 3rd dose",85.22
2020,"Hib, 3rd dose",85.22
2020,"Hib, 3rd dose",85.0
2020,"HPV Female, final dose",
2020,"HPV Female, final dose",
2020,"HPV Male, final dose",
2020,"HPV Male, final dose",
2020,"Inactivated polio-containing vaccine, 1st dose",
2020,"Inactivated polio-containing vaccine, 1st dose",
2020,"Inactivated polio-containing vaccine, 1st dose",81.0
2020,"Fractional inactivated polio-containing vaccine, 1st dose",83.42
2020,"Fractional inactivated polio-containing vaccine, 1st dose",83.42
2020,"Fractional inactivated polio-containing vaccine, 2nd dose",81.22
2020,"Fractional inactivated polio-containing vaccine, 2nd dose",81.22
2020,Japanese encephalitis,85.36
2020,Japanese encephalitis,85.36
2020,"Measles-containing vaccine, 1st dose",88.57
2020,"Measles-containing vaccine, 1st dose",88.57
2020,"Measles-containing vaccine, 1st dose",89.0
2020,"Measles-containing vaccine, 2nd dose",80.86
2020,"Measles-containing vaccine, 2nd dose",80.86
2020,"Measles-containing vaccine, 2nd dose",81.0
2020,Meningococcal A conjugate vaccine,
2020,Meningococcal A conjugate vaccine,
2020,Protection at birth (PAB) against neonatal tetanus,
2020,Protection at birth (PAB) against neonatal tetanus,90.0
2020,"Pneumococcal conjugate vaccine, 1st dose",72.4
2020,"Pneumococcal conjugate vaccine, 1st dose",72.4
2020,"Pneumococcal conjugate vaccine, 2nd dose",68.84
2020,"Pneumococcal conjugate vaccine, 2nd dose",68.84
2020,"Pneumococcal conjugate vaccine, final dose",67.34
2020,"Pneumococcal conjugate vaccine, final dose",67.34
2020,"Pneumococcal conjugate vaccine, final dose",21.0
2020,"Pertussis-containing vaccine, 4th dose (1st booster)",
2020,"Pertussis-containing vaccine, 4th dose (1st booster)",
2020,"Polio, 3rd dose",84.75
2020,"Polio, 3rd dose",84.75
2020,"Polio, 3rd dose",85.0
2020,"HPV Vaccination program coverage, first dose, females",
2020,"HPV Vaccination program coverage, first dose, males",
2020,"HPV Vaccination program coverage, last dose, females",
2020,"HPV Vaccination program coverage, last dose, males",
2020,"Rubella-containing vaccine, 1st dose",86.69
2020,"Rubella-containing vaccine, 1st dose",86.69
2020,"Rubella-containing vaccine, 1st dose",89.0
2020,"Rotavirus, 1st dose",84.44
2020,"Rotavirus, 1st dose",84.44
2020,"Rotavirus, last dose",81.67
2020,"Rotavirus, last dose",81.67
2020,"Rotavirus, last dose",82.0
2020,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",78.26
2020,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",78.26
2020,"Tetanus-containing vaccine, 4th dose (1st booster)",
2020,"Tetanus-containing vaccine, 4th dose (1st booster)",
2020,"Tetanus-containing vaccine, 5th dose (2nd booster)",
2020,"Tetanus-containing vaccine, 5th dose (2nd booster)",
2020,"Tetanus-containing vaccine, 6th dose (3rd booster)",
2020,"Tetanus-containing vaccine, 6th dose (3rd booster)",
2020,Typhoid,
2020,Typhoid,
2020,"Vitamin A, 1st dose",74.19
2020,"Vitamin A, 1st dose",74.19
2020,Yellow fever vaccine,
2020,Yellow fever vaccine,
2021,"HPV Vaccination coverage by age 15, first dose, females",
2021,"HPV Vaccination coverage by age 15, first dose, males",
2021,"HPV Vaccination coverage by age 15, last dose, females",
2021,"HPV Vaccination coverage by age 15, last dose, males",
2021,BCG (Baccille Calmette Guérin) vaccine,84.48
2021,BCG (Baccille Calmette Guérin) vaccine,84.4
2021,BCG (Baccille Calmette Guérin) vaccine,84.0
2021,"Diphtheria-containing vaccine, 4th dose (1st booster)",80.98
2021,"Diphtheria-containing vaccine, 4th dose (1st booster)",81.0
2021,"Diphtheria-containing vaccine, 5th dose (2nd booster)",61.8
2021,"Diphtheria-containing vaccine, 5th dose (2nd booster)",62.0
2021,"Diphtheria-containing vaccine, 6th dose (3rd booster)",
2021,"Diphtheria-containing vaccine, 6th dose (3rd booster)",
2021,"DTP-containing vaccine, 1st dose",87.52
2021,"DTP-containing vaccine, 1st dose",88.0
2021,"DTP-containing vaccine, 1st dose",88.0
2021,"DTP-containing vaccine, 3rd dose",85.25
2021,"DTP-containing vaccine, 3rd dose",85.3
2021,"DTP-containing vaccine, 3rd dose",85.0
2021,Influenza all persons above >6 months (universal recommendation),
2021,Influenza child age group 1,
2021,Influenza child age group 2,
2021,Influenza chronic adult,
2021,Influenza chronic children and adults,
2021,Influenza chronic pediatric,
2021,Influenza older persons,
2021,Influenza travellers (incl. Hajj pilgrimage),
2021,Influenza health care workers,
2021,Influenza other,
2021,Influenza pregnant women,
2021,Influenza residents living in long term care facilities,
2021,"HepB, birth dose (given within 24 hours of birth)",73.25
2021,"HepB, birth dose (given within 24 hours of birth)",73.2
2021,"HepB, birth dose (given within 24 hours of birth)",55.0
2021,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2021,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2021,"HepB, 3rd dose",85.25
2021,"HepB, 3rd dose",85.0
2021,"HepB, 3rd dose",85.0
2021,"Hib, 3rd dose",85.25
2021,"Hib, 3rd dose",85.3
2021,"Hib, 3rd dose",85.0
2021,"HPV Female, final dose",
2021,"HPV Female, final dose",
2021,"HPV Male, final dose",
2021,"HPV Male, final dose",
2021,"Inactivated polio-containing vaccine, 1st dose",
2021,"Inactivated polio-containing vaccine, 1st dose",
2021,"Inactivated polio-containing vaccine, 1st dose",82.0
2021,"Fractional inactivated polio-containing vaccine, 1st dose",84.57
2021,"Fractional inactivated polio-containing vaccine, 1st dose",85.0
2021,"Inactivated polio-containing vaccine, 2nd dose",
2021,"Inactivated polio-containing vaccine, 2nd dose",
2021,"Inactivated polio-containing vaccine, 2nd dose",
2021,"Fractional inactivated polio-containing vaccine, 2nd dose",82.19
2021,"Fractional inactivated polio-containing vaccine, 2nd dose",82.2
2021,Japanese encephalitis,81.69
2021,Japanese encephalitis,82.0
2021,"Measles-containing vaccine, 1st dose",88.93
2021,"Measles-containing vaccine, 1st dose",89.0
2021,"Measles-containing vaccine, 1st dose",89.0
2021,"Measles-containing vaccine, 2nd dose",82.34
2021,"Measles-containing vaccine, 2nd dose",82.0
2021,"Measles-containing vaccine, 2nd dose",82.0
2021,Meningococcal A conjugate vaccine,
2021,Meningococcal A conjugate vaccine,
2021,Protection at birth (PAB) against neonatal tetanus,
2021,Protection at birth (PAB) against neonatal tetanus,90.0
2021,"Pneumococcal conjugate vaccine, 1st dose",61.08
2021,"Pneumococcal conjugate vaccine, 1st dose",61.1
2021,"Pneumococcal conjugate vaccine, 2nd dose",54.79
2021,"Pneumococcal conjugate vaccine, 2nd dose",55.0
2021,"Pneumococcal conjugate vaccine, final dose",69.39
2021,"Pneumococcal conjugate vaccine, final dose",69.3
2021,"Pneumococcal conjugate vaccine, final dose",25.0
2021,"Pertussis-containing vaccine, pregnant women",
2021,"Pertussis-containing vaccine, pregnant women",
2021,"Pertussis-containing vaccine, 4th dose (1st booster)",
2021,"Pertussis-containing vaccine, 4th dose (1st booster)",
2021,"Polio, 3rd dose",84.59
2021,"Polio, 3rd dose",85.0
2021,"Polio, 3rd dose",85.0
2021,"HPV Vaccination program coverage, first dose, females",
2021,"HPV Vaccination program coverage, first dose, males",
2021,"HPV Vaccination program coverage, last dose, females",
2021,"HPV Vaccination program coverage, last dose, males",
2021,"Rubella-containing vaccine, 1st dose",87.49
2021,"Rubella-containing vaccine, 1st dose",87.4
2021,"Rubella-containing vaccine, 1st dose",89.0
2021,"Rotavirus, 1st dose",85.62
2021,"Rotavirus, 1st dose",86.0
2021,"Rotavirus, last dose",83.03
2021,"Rotavirus, last dose",83.0
2021,"Rotavirus, last dose",83.0
2021,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",81.21
2021,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",81.2
2021,"Tetanus-containing vaccine, 4th dose (1st booster)",
2021,"Tetanus-containing vaccine, 4th dose (1st booster)",
2021,"Tetanus-containing vaccine, 5th dose (2nd booster)",
2021,"Tetanus-containing vaccine, 5th dose (2nd booster)",
2021,"Tetanus-containing vaccine, 6th dose (3rd booster)",
2021,"Tetanus-containing vaccine, 6th dose (3rd booster)",
2021,Typhoid conjugate vaccine,
2021,Typhoid conjugate vaccine,
2021,"Vitamin A, 1st dose",74.08
2021,"Vitamin A, 1st dose",74.1
2021,Yellow fever vaccine,
2021,Yellow fever vaccine,
2022,"HPV Vaccination coverage by age 15, first dose, females",
2022,"HPV Vaccination coverage by age 15, first dose, males",
2022,"HPV Vaccination coverage by age 15, last dose, females",
2022,"HPV Vaccination coverage by age 15, last dose, males",
2022,BCG (Baccille Calmette Guérin) vaccine,91.35
2022,BCG (Baccille Calmette Guérin) vaccine,91.0
2022,BCG (Baccille Calmette Guérin) vaccine,91.0
2022,"Diphtheria-containing vaccine, 4th dose (1st booster)",89.24
2022,"Diphtheria-containing vaccine, 4th dose (1st booster)",89.0
2022,"Diphtheria-containing vaccine, 5th dose (2nd booster)",78.94
2022,"Diphtheria-containing vaccine, 5th dose (2nd booster)",79.0
2022,"Diphtheria-containing vaccine, 6th dose (3rd booster)",
2022,"Diphtheria-containing vaccine, 6th dose (3rd booster)",
2022,"DTP-containing vaccine, 1st dose",95.5
2022,"DTP-containing vaccine, 1st dose",95.0
2022,"DTP-containing vaccine, 1st dose",95.0
2022,"DTP-containing vaccine, 3rd dose",93.35
2022,"DTP-containing vaccine, 3rd dose",93.0
2022,"DTP-containing vaccine, 3rd dose",93.0
2022,Influenza all persons above >6 months (universal recommendation),
2022,Influenza child age group 1,
2022,Influenza child age group 2,
2022,Influenza chronic adult,
2022,Influenza chronic children and adults,
2022,Influenza chronic pediatric,
2022,Influenza older persons,
2022,Influenza travellers (incl. Hajj pilgrimage),
2022,Influenza health care workers,
2022,Influenza other,
2022,Influenza pregnant women,
2022,Influenza residents living in long term care facilities,
2022,"HepB, birth dose (given within 24 hours of birth)",82.88
2022,"HepB, birth dose (given within 24 hours of birth)",83.0
2022,"HepB, birth dose (given within 24 hours of birth)",63.0
2022,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2022,"HepB, birth dose total (including those given within and after 24 hours of birth)",
2022,"HepB, 3rd dose",93.35
2022,"HepB, 3rd dose",93.0
2022,"HepB, 3rd dose",93.0
2022,"Hib, 3rd dose",93.35
2022,"Hib, 3rd dose",93.0
2022,"Hib, 3rd dose",93.0
2022,"HPV Female, final dose",
2022,"HPV Female, final dose",
2022,"HPV Male, final dose",
2022,"HPV Male, final dose",
2022,"Inactivated polio-containing vaccine, 1st dose",
2022,"Inactivated polio-containing vaccine, 1st dose",
2022,"Inactivated polio-containing vaccine, 1st dose",91.0
2022,"Fractional inactivated polio-containing vaccine, 1st dose",93.57
