country_name,vaccine_name,missing_data_count
Finland,Typhoid,6
Finland,Typhoid conjugate vaccine,6
France,"HPV Male, final dose",6
France,"Pertussis-containing vaccine, pregnant women",6
France,Typhoid conjugate vaccine,6
French Polynesia,Influenza all persons above >6 months (universal recommendation),6
French Polynesia,Influenza child age group 1,6
French Polynesia,Influenza child age group 2,6
French Polynesia,Influenza chronic adult,6
French Polynesia,Influenza chronic pediatric,6
French Polynesia,Influenza health care workers,6
French Polynesia,Influenza pregnant women,6
French Polynesia,Influenza residents living in long term care facilities,6
French Polynesia,"Pertussis-containing vaccine, pregnant women",6
French Polynesia,Typhoid,6
French Polynesia,Typhoid conjugate vaccine,6
Gabon,Influenza all persons above >6 months (universal recommendation),6
Gabon,Influenza child age group 1,6
Gabon,Influenza child age group 2,6
Gabon,Influenza chronic adult,6
Gabon,Influenza chronic pediatric,6
Gabon,Influenza health care workers,6
Gabon,Influenza older persons,6
Gabon,Influenza pregnant women,6
Gabon,Influenza residents living in long term care facilities,6
Gabon,"Pertussis-containing vaccine, pregnant women",6
Gabon,Typhoid,6
Gabon,Typhoid conjugate vaccine,6
Gambia,Typhoid conjugate vaccine,6
Georgia,Influenza child age group 1,6
Georgia,Influenza child age group 2,6
Georgia,Influenza chronic pediatric,6
Georgia,"Pertussis-containing vaccine, pregnant women",6
Georgia,Typhoid conjugate vaccine,6
Germany,"HPV Male, final dose",6
Germany,Influenza all persons above >6 months (universal recommendation),6
Germany,Influenza child age group 1,6
Germany,Influenza child age group 2,6
Germany,Influenza residents living in long term care facilities,6
Germany,"Measles-containing vaccine, 1st dose",6
Germany,Typhoid,6
Germany,Typhoid conjugate vaccine,6
Ghana,BCG (Baccille Calmette Guérin) vaccine,6
Ghana,Influenza all persons above >6 months (universal recommendation),6
Ghana,Influenza child age group 1,6
Ghana,Influenza child age group 2,6
Ghana,Influenza chronic adult,6
Ghana,Influenza chronic pediatric,6
Ghana,Influenza health care workers,6
Ghana,Influenza older persons,6
Ghana,Influenza pregnant women,6
Ghana,Influenza residents living in long term care facilities,6
Ghana,"Pertussis-containing vaccine, pregnant women",6
Ghana,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",6
Ghana,Typhoid,6
Ghana,Typhoid conjugate vaccine,6
Greece,Influenza all persons above >6 months (universal recommendation),6
Greece,Influenza chronic adult,6
Greece,Influenza chronic pediatric,6
Greece,Influenza health care workers,6
Greece,Influenza pregnant women,6
Greece,Influenza residents living in long term care facilities,6
Greece,"Pertussis-containing vaccine, pregnant women",6
Greece,Typhoid,6
Greece,Typhoid conjugate vaccine,6
Grenada,"Inactivated polio-containing vaccine, 2nd dose",6
Grenada,Influenza all persons above >6 months (universal recommendation),6
Grenada,Influenza chronic adult,6
Grenada,Influenza chronic pediatric,6
Grenada,Influenza health care workers,6
Grenada,Influenza older persons,6
Grenada,Influenza other,6
Grenada,Influenza pregnant women,6
Grenada,Influenza residents living in long term care facilities,6
Grenada,"Pertussis-containing vaccine, pregnant women",6
Grenada,"Tetanus-containing vaccine, 6th dose (3rd booster)",6
Grenada,Typhoid,6
Grenada,Typhoid conjugate vaccine,6
Guam,"Diphtheria-containing vaccine, 4th dose (1st booster)",6
Guam,"HepB, birth dose (given within 24 hours of birth)",6
Guam,"Pertussis-containing vaccine, 4th dose (1st booster)",6
Guam,"Tetanus-containing vaccine, 4th dose (1st booster)",6
Guatemala,"HepB, birth dose total (including those given within and after 24 hours of birth)",6
Guatemala,Influenza all persons above >6 months (universal recommendation),6
Guatemala,Typhoid,6
Guatemala,Typhoid conjugate vaccine,6
Guinea,Influenza all persons above >6 months (universal recommendation),6
Guinea,Influenza child age group 1,6
Guinea,Influenza child age group 2,6
Guinea,Influenza chronic adult,6
Guinea,Influenza chronic pediatric,6
Guinea,Influenza health care workers,6
Guinea,Influenza older persons,6
Guinea,Influenza pregnant women,6
Guinea,Influenza residents living in long term care facilities,6
Guinea,"Pertussis-containing vaccine, pregnant women",6
Guinea,Typhoid,6
Guinea,Typhoid conjugate vaccine,6
Guinea-Bissau,"DTP-containing vaccine, 3rd dose",6
Guinea-Bissau,"Polio, 3rd dose",6
Guinea-Bissau,Typhoid,6
Guinea-Bissau,Typhoid conjugate vaccine,6
Guyana,"Diphtheria-containing vaccine, 5th dose (2nd booster)",6
Guyana,Influenza all persons above >6 months (universal recommendation),6
Guyana,Influenza child age group 1,6
Guyana,Influenza child age group 2,6
Guyana,Influenza chronic adult,6
Guyana,Influenza chronic pediatric,6
Guyana,Influenza health care workers,6
Guyana,Influenza older persons,6
Guyana,Influenza other,6
Guyana,Influenza pregnant women,6
Guyana,Influenza residents living in long term care facilities,6
Guyana,"Pertussis-containing vaccine, pregnant women",6
Guyana,"Pneumococcal conjugate vaccine, 1st dose",6
Guyana,Typhoid,6
Guyana,Typhoid conjugate vaccine,6
Haiti,BCG (Baccille Calmette Guérin) vaccine,6
Haiti,Influenza all persons above >6 months (universal recommendation),6
Haiti,Influenza child age group 1,6
Haiti,Influenza child age group 2,6
Haiti,Influenza chronic adult,6
Haiti,Influenza chronic pediatric,6
Haiti,Influenza health care workers,6
Haiti,Influenza older persons,6
Haiti,Influenza other,6
Haiti,Influenza pregnant women,6
Haiti,Influenza residents living in long term care facilities,6
Haiti,"Pertussis-containing vaccine, pregnant women",6
Haiti,"Polio, 3rd dose",6
Haiti,Typhoid,6
Haiti,Typhoid conjugate vaccine,6
Honduras,"HPV Vaccination program coverage, first dose, females",6
Honduras,"HPV Vaccination program coverage, last dose, females",6
Honduras,"Pneumococcal conjugate vaccine, 1st dose",6
Honduras,Typhoid,6
Honduras,Typhoid conjugate vaccine,6
Hungary,Influenza all persons above >6 months (universal recommendation),6
Hungary,Influenza child age group 1,6
Hungary,Influenza child age group 2,6
Hungary,Influenza chronic adult,6
Hungary,Influenza chronic pediatric,6
Hungary,Influenza residents living in long term care facilities,6
Hungary,"Pertussis-containing vaccine, pregnant women",6
Hungary,"Tetanus-containing vaccine, 5th dose (2nd booster)",6
Hungary,"Tetanus-containing vaccine, 6th dose (3rd booster)",6
Hungary,Typhoid,6
Hungary,Typhoid conjugate vaccine,6
Iceland,Influenza all persons above >6 months (universal recommendation),6
Iceland,Influenza child age group 2,6
Iceland,Influenza chronic adult,6
Iceland,Influenza chronic pediatric,6
Iceland,Influenza health care workers,6
Iceland,Influenza pregnant women,6
Iceland,Influenza residents living in long term care facilities,6
Iceland,"Pertussis-containing vaccine, pregnant women",6
Iceland,"Pneumococcal conjugate vaccine, 1st dose",6
Iceland,Typhoid,6
Iceland,Typhoid conjugate vaccine,6
India,Influenza all persons above >6 months (universal recommendation),6
India,Influenza child age group 1,6
India,Influenza child age group 2,6
India,Influenza chronic adult,6
India,Influenza chronic pediatric,6
India,Influenza health care workers,6
India,Influenza older persons,6
India,Influenza pregnant women,6
India,Influenza residents living in long term care facilities,6
India,Japanese encephalitis,6
India,"Pertussis-containing vaccine, pregnant women",6
India,Typhoid,6
India,Typhoid conjugate vaccine,6
Indonesia,Influenza all persons above >6 months (universal recommendation),6
Indonesia,Influenza child age group 1,6
Indonesia,Influenza child age group 2,6
Indonesia,Influenza chronic adult,6
Indonesia,Influenza chronic pediatric,6
Indonesia,Influenza health care workers,6
Indonesia,Influenza older persons,6
Indonesia,Influenza pregnant women,6
Indonesia,Influenza residents living in long term care facilities,6
Indonesia,"Pertussis-containing vaccine, pregnant women",6
Indonesia,Typhoid,6
Indonesia,Typhoid conjugate vaccine,6
Iran (Islamic Republic of),Influenza all persons above >6 months (universal recommendation),6
Iran (Islamic Republic of),Influenza child age group 2,6
Iran (Islamic Republic of),Influenza chronic pediatric,6
Iran (Islamic Republic of),"Pertussis-containing vaccine, pregnant women",6
Iran (Islamic Republic of),Typhoid,6
Iran (Islamic Republic of),Typhoid conjugate vaccine,6
Iraq,"Inactivated polio-containing vaccine, 1st dose",6
Iraq,Influenza all persons above >6 months (universal recommendation),6
Iraq,Influenza child age group 2,6
Iraq,Influenza chronic adult,6
Iraq,Influenza chronic pediatric,6
Iraq,Influenza older persons,6
Iraq,Influenza pregnant women,6
Iraq,Influenza residents living in long term care facilities,6
Iraq,"Pertussis-containing vaccine, pregnant women",6
Iraq,Protection at birth (PAB) against neonatal tetanus,6
Iraq,Typhoid,6
Iraq,Typhoid conjugate vaccine,6
Ireland,"DTP-containing vaccine, 3rd dose",6
Ireland,Influenza all persons above >6 months (universal recommendation),6
Ireland,Influenza chronic pediatric,6
Ireland,"Pertussis-containing vaccine, pregnant women",6
Ireland,"Pneumococcal conjugate vaccine, final dose",6
Ireland,"Polio, 3rd dose",6
Ireland,Typhoid,6
Ireland,Typhoid conjugate vaccine,6
Israel,"HPV Vaccination coverage by age 15, first dose, females",6
Israel,"HPV Vaccination coverage by age 15, last dose, females",6
Israel,"HPV Vaccination program coverage, first dose, males",6
Israel,"HPV Vaccination program coverage, last dose, males",6
Israel,"Inactivated polio-containing vaccine, 1st dose",6
Israel,Typhoid,6
Italy,Influenza child age group 1,6
Italy,Influenza child age group 2,6
Italy,Influenza residents living in long term care facilities,6
Italy,"Pertussis-containing vaccine, pregnant women",6
Italy,Typhoid,6
Italy,Typhoid conjugate vaccine,6
Jamaica,Influenza all persons above >6 months (universal recommendation),6
Jamaica,Influenza child age group 2,6
Jamaica,Influenza chronic adult,6
Jamaica,Influenza chronic pediatric,6
Jamaica,"Measles-containing vaccine, 1st dose",6
Jamaica,"Pertussis-containing vaccine, pregnant women",6
Jamaica,"Pneumococcal conjugate vaccine, 2nd dose",6
Jamaica,Typhoid,6
Jamaica,Typhoid conjugate vaccine,6
Japan,Influenza all persons above >6 months (universal recommendation),6
Japan,Influenza child age group 1,6
Japan,Influenza child age group 2,6
Japan,Influenza chronic adult,6
Japan,Influenza chronic pediatric,6
Japan,Influenza health care workers,6
Japan,Influenza older persons,6
Japan,Influenza pregnant women,6
Japan,Influenza residents living in long term care facilities,6
Japan,"Pertussis-containing vaccine, pregnant women",6
Japan,Typhoid,6
Japan,Typhoid conjugate vaccine,6
Jordan,Typhoid,6
Kazakhstan,"Pertussis-containing vaccine, pregnant women",6
Kazakhstan,Typhoid conjugate vaccine,6
Kenya,"DTP-containing vaccine, 3rd dose",6
Kenya,Influenza all persons above >6 months (universal recommendation),6
Kenya,Influenza child age group 2,6
Kenya,Influenza chronic adult,6
Kenya,Influenza chronic pediatric,6
Kenya,Influenza health care workers,6
Kenya,Influenza older persons,6
Kenya,Influenza pregnant women,6
Kenya,Influenza residents living in long term care facilities,6
Kenya,"Measles-containing vaccine, 1st dose",6
Kenya,"Pertussis-containing vaccine, pregnant women",6
Kenya,Typhoid,6
Kenya,Typhoid conjugate vaccine,6
Kiribati,Influenza all persons above >6 months (universal recommendation),6
Kiribati,Influenza child age group 1,6
Kiribati,Influenza child age group 2,6
Kiribati,Influenza chronic adult,6
Kiribati,Influenza chronic pediatric,6
Kiribati,Influenza health care workers,6
Kiribati,Influenza older persons,6
Kiribati,Influenza pregnant women,6
Kiribati,Influenza residents living in long term care facilities,6
Kiribati,"Japanese encephalitis vaccine, 1st dose",6
Kiribati,"Japanese encephalitis vaccine, last dose",6
Kiribati,"Pertussis-containing vaccine, pregnant women",6
Kiribati,"Pneumococcal conjugate vaccine, 2nd dose",6
Kiribati,Typhoid,6
Kiribati,Typhoid conjugate vaccine,6
Kosovo (in accordance with UN Security Council resolution 1244 (1999)),"Fractional inactivated polio-containing vaccine, 1st dose",6
Kosovo (in accordance with UN Security Council resolution 1244 (1999)),"Fractional inactivated polio-containing vaccine, 2nd dose",6
Kosovo (in accordance with UN Security Council resolution 1244 (1999)),"Pertussis-containing vaccine, pregnant women",6
Kosovo (in accordance with UN Security Council resolution 1244 (1999)),Typhoid conjugate vaccine,6
Kuwait,"Pertussis-containing vaccine, pregnant women",6
Kuwait,Typhoid conjugate vaccine,6
Kyrgyzstan,Influenza all persons above >6 months (universal recommendation),6
Kyrgyzstan,"Pertussis-containing vaccine, pregnant women",6
Kyrgyzstan,Typhoid conjugate vaccine,6
Lao People's Democratic Republic,"DTP-containing vaccine, 3rd dose",6
Lao People's Democratic Republic,"HPV Female, final dose",6
Lao People's Democratic Republic,Influenza all persons above >6 months (universal recommendation),6
Lao People's Democratic Republic,Influenza child age group 1,6
Lao People's Democratic Republic,Influenza child age group 2,6
Lao People's Democratic Republic,Influenza chronic adult,6
Lao People's Democratic Republic,Influenza chronic pediatric,6
Lao People's Democratic Republic,Influenza health care workers,6
Lao People's Democratic Republic,Influenza older persons,6
Lao People's Democratic Republic,Influenza pregnant women,6
Lao People's Democratic Republic,Influenza residents living in long term care facilities,6
Lao People's Democratic Republic,"Japanese encephalitis vaccine, last dose",6
Lao People's Democratic Republic,"Pertussis-containing vaccine, pregnant women",6
Lao People's Democratic Republic,Typhoid,6
Lao People's Democratic Republic,Typhoid conjugate vaccine,6
Latvia,"Hib, 3rd dose",6
Latvia,Influenza all persons above >6 months (universal recommendation),6
Latvia,Influenza child age group 2,6
Latvia,Influenza chronic adult,6
Latvia,Influenza chronic pediatric,6
Latvia,"Pertussis-containing vaccine, pregnant women",6
Latvia,Typhoid,6
Latvia,Typhoid conjugate vaccine,6
Lebanon,Influenza all persons above >6 months (universal recommendation),6
Lebanon,Influenza child age group 1,6
Lebanon,Influenza child age group 2,6
Lebanon,Influenza chronic pediatric,6
Lebanon,Influenza pregnant women,6
Lebanon,Influenza residents living in long term care facilities,6
Lebanon,"Pertussis-containing vaccine, pregnant women",6
Lebanon,Typhoid,6
Lebanon,Typhoid conjugate vaccine,6
Lesotho,"Inactivated polio-containing vaccine, 1st dose",6
Lesotho,Influenza all persons above >6 months (universal recommendation),6
Lesotho,Influenza child age group 1,6
Lesotho,Influenza child age group 2,6
Lesotho,Influenza chronic adult,6
Lesotho,Influenza chronic pediatric,6
Lesotho,Influenza health care workers,6
Lesotho,Influenza older persons,6
Lesotho,Influenza pregnant women,6
Lesotho,Influenza residents living in long term care facilities,6
Lesotho,"Pertussis-containing vaccine, pregnant women",6
Lesotho,Typhoid conjugate vaccine,6
Liberia,Influenza all persons above >6 months (universal recommendation),6
Liberia,Influenza child age group 1,6
Liberia,Influenza child age group 2,6
Liberia,Influenza chronic adult,6
Liberia,Influenza chronic pediatric,6
Liberia,Influenza health care workers,6
Liberia,Influenza older persons,6
Liberia,Influenza pregnant women,6
Liberia,Influenza residents living in long term care facilities,6
Liberia,"Pneumococcal conjugate vaccine, 1st dose",6
Liberia,Typhoid,6
Libya,"Diphtheria-containing vaccine, 5th dose (2nd booster)",6
Libya,"Diphtheria-containing vaccine, 6th dose (3rd booster)",6
Libya,"HPV Female, final dose",6
Libya,"Pertussis-containing vaccine, pregnant women",6
Libya,"Tetanus-containing vaccine, 5th dose (2nd booster)",6
Libya,"Tetanus-containing vaccine, 6th dose (3rd booster)",6
Libya,Typhoid conjugate vaccine,6
Lithuania,"HPV Vaccination program coverage, first dose, females",6
Lithuania,Influenza child age group 2,6
Lithuania,Influenza chronic adult,6
Lithuania,Influenza chronic pediatric,6
Lithuania,Influenza residents living in long term care facilities,6
Lithuania,"Pertussis-containing vaccine, pregnant women",6
Lithuania,Typhoid,6
Lithuania,Typhoid conjugate vaccine,6
Luxembourg,"Pertussis-containing vaccine, pregnant women",6
Luxembourg,Typhoid conjugate vaccine,6
Madagascar,Influenza all persons above >6 months (universal recommendation),6
Madagascar,Influenza child age group 1,6
Madagascar,Influenza child age group 2,6
Madagascar,Influenza chronic adult,6
Madagascar,Influenza chronic pediatric,6
Madagascar,Influenza health care workers,6
Madagascar,Influenza older persons,6
Madagascar,Influenza pregnant women,6
Madagascar,Influenza residents living in long term care facilities,6
Madagascar,"Pertussis-containing vaccine, pregnant women",6
Madagascar,Typhoid,6
Madagascar,Typhoid conjugate vaccine,6
Malawi,Influenza all persons above >6 months (universal recommendation),6
Malawi,Influenza child age group 1,6
Malawi,Influenza child age group 2,6
Malawi,Influenza chronic adult,6
Malawi,Influenza chronic pediatric,6
Malawi,Influenza health care workers,6
Malawi,Influenza older persons,6
Malawi,Influenza pregnant women,6
Malawi,Influenza residents living in long term care facilities,6
Malawi,"Pertussis-containing vaccine, pregnant women",6
Malawi,"Pneumococcal conjugate vaccine, 1st dose",6
Malawi,Typhoid,6
Malawi,Typhoid conjugate vaccine,6
Malaysia,BCG (Baccille Calmette Guérin) vaccine,6
Malaysia,"HPV Female, final dose",6
Malaysia,Influenza all persons above >6 months (universal recommendation),6
Malaysia,Influenza child age group 1,6
Malaysia,Influenza child age group 2,6
Malaysia,Influenza chronic adult,6
Malaysia,Influenza chronic pediatric,6
Malaysia,Influenza older persons,6
Malaysia,Influenza pregnant women,6
Malaysia,Influenza residents living in long term care facilities,6
Malaysia,"Pertussis-containing vaccine, pregnant women",6
Malaysia,Typhoid,6
Malaysia,Typhoid conjugate vaccine,6
Maldives,Influenza all persons above >6 months (universal recommendation),6
Maldives,Influenza child age group 1,6
Maldives,Influenza child age group 2,6
Maldives,Influenza chronic adult,6
Maldives,Influenza chronic pediatric,6
Maldives,Influenza health care workers,6
Maldives,Influenza older persons,6
Maldives,Influenza pregnant women,6
Maldives,Influenza residents living in long term care facilities,6
Maldives,"Measles-containing vaccine, 1st dose",6
Maldives,"Pertussis-containing vaccine, pregnant women",6
Maldives,Typhoid,6
Maldives,Typhoid conjugate vaccine,6
Mali,"DTP-containing vaccine, 3rd dose",6
Mali,"Inactivated polio-containing vaccine, 1st dose",6
Mali,Influenza all persons above >6 months (universal recommendation),6
Mali,Influenza child age group 1,6
Mali,Influenza child age group 2,6
Mali,Influenza chronic adult,6
Mali,Influenza chronic pediatric,6
Mali,Influenza health care workers,6
Mali,Influenza older persons,6
Mali,Influenza pregnant women,6
Mali,Influenza residents living in long term care facilities,6
Mali,"Polio, 3rd dose",6
Mali,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",6
Mali,Typhoid conjugate vaccine,6
Malta,Influenza all persons above >6 months (universal recommendation),6
Malta,Influenza chronic adult,6
Malta,Influenza chronic pediatric,6
Malta,Influenza pregnant women,6
Malta,"Pertussis-containing vaccine, pregnant women",6
Malta,Typhoid,6
Malta,Typhoid conjugate vaccine,6
Marshall Islands,"Diphtheria-containing vaccine, 5th dose (2nd booster)",6
Marshall Islands,Influenza all persons above >6 months (universal recommendation),6
Marshall Islands,Influenza child age group 1,6
Marshall Islands,Influenza child age group 2,6
Marshall Islands,Influenza chronic adult,6
Marshall Islands,Influenza chronic pediatric,6
Marshall Islands,Influenza health care workers,6
Marshall Islands,Influenza older persons,6
Marshall Islands,Influenza pregnant women,6
Marshall Islands,Influenza residents living in long term care facilities,6
Marshall Islands,"Japanese encephalitis vaccine, 1st dose",6
Marshall Islands,"Pertussis-containing vaccine, pregnant women",6
Marshall Islands,Typhoid,6
Marshall Islands,Typhoid conjugate vaccine,6
Mauritania,"HPV Female, final dose",6
Mauritania,Influenza all persons above >6 months (universal recommendation),6
Mauritania,Influenza child age group 1,6
Mauritania,Influenza child age group 2,6
Mauritania,Influenza chronic adult,6
Mauritania,Influenza chronic pediatric,6
Mauritania,Influenza health care workers,6
Mauritania,Influenza older persons,6
Mauritania,Influenza pregnant women,6
Mauritania,Influenza residents living in long term care facilities,6
Mauritania,"Pertussis-containing vaccine, pregnant women",6
Mauritania,Typhoid,6
Mauritania,Typhoid conjugate vaccine,6
Mauritius,"DTP-containing vaccine, 3rd dose",6
Mauritius,"HPV Vaccination program coverage, first dose, females",6
Mauritius,"Inactivated polio-containing vaccine, 1st dose",6
Mauritius,Influenza all persons above >6 months (universal recommendation),6
Mauritius,Influenza child age group 2,6
Mauritius,Influenza chronic adult,6
Mauritius,Influenza chronic pediatric,6
Mauritius,Influenza health care workers,6
Mauritius,Influenza pregnant women,6
Mauritius,Influenza residents living in long term care facilities,6
Mauritius,Typhoid,6
Mauritius,Typhoid conjugate vaccine,6
Mexico,Influenza all persons above >6 months (universal recommendation),6
Mexico,Influenza residents living in long term care facilities,6
Mexico,"Tetanus-containing vaccine, 5th dose (2nd booster)",6
Mexico,Typhoid,6
Mexico,Typhoid conjugate vaccine,6
Micronesia (Federated States of),"DTP-containing vaccine, 3rd dose",6
Micronesia (Federated States of),"Diphtheria-containing vaccine, 6th dose (3rd booster)",6
Micronesia (Federated States of),"HPV Vaccination program coverage, first dose, females",6
Micronesia (Federated States of),Influenza all persons above >6 months (universal recommendation),6
Micronesia (Federated States of),Influenza child age group 1,6
Micronesia (Federated States of),Influenza child age group 2,6
Micronesia (Federated States of),Influenza chronic adult,6
Micronesia (Federated States of),Influenza chronic pediatric,6
Micronesia (Federated States of),Influenza health care workers,6
Micronesia (Federated States of),Influenza older persons,6
Micronesia (Federated States of),Influenza pregnant women,6
Micronesia (Federated States of),Influenza residents living in long term care facilities,6
Micronesia (Federated States of),"Pertussis-containing vaccine, pregnant women",6
Micronesia (Federated States of),Typhoid conjugate vaccine,6
Monaco,Influenza all persons above >6 months (universal recommendation),6
Monaco,Influenza child age group 1,6
Monaco,Influenza child age group 2,6
Monaco,Influenza chronic adult,6
Monaco,Influenza chronic pediatric,6
Monaco,Influenza health care workers,6
Monaco,Influenza older persons,6
Monaco,Influenza pregnant women,6
Monaco,Influenza residents living in long term care facilities,6
Monaco,"Pertussis-containing vaccine, pregnant women",6
Monaco,Typhoid,6
Monaco,Typhoid conjugate vaccine,6
Mongolia,"HepB, birth dose (given within 24 hours of birth)",6
Mongolia,Influenza chronic pediatric,6
Mongolia,Influenza residents living in long term care facilities,6
Mongolia,"Japanese encephalitis vaccine, 1st dose",6
Mongolia,"Japanese encephalitis vaccine, last dose",6
Mongolia,"Pertussis-containing vaccine, pregnant women",6
Mongolia,Typhoid,6
Mongolia,Typhoid conjugate vaccine,6
Montenegro,"Measles-containing vaccine, 2nd dose",6
Montenegro,"Pertussis-containing vaccine, pregnant women",6
Montenegro,Typhoid conjugate vaccine,6
Montserrat,"Pertussis-containing vaccine, pregnant women",6
Montserrat,Protection at birth (PAB) against neonatal tetanus,6
Montserrat,Typhoid conjugate vaccine,6
Mozambique,"Inactivated polio-containing vaccine, 2nd dose",6
Mozambique,Influenza all persons above >6 months (universal recommendation),6
Mozambique,Influenza child age group 1,6
Mozambique,Influenza child age group 2,6
Mozambique,Influenza chronic adult,6
Mozambique,Influenza chronic pediatric,6
Mozambique,Influenza health care workers,6
Mozambique,Influenza older persons,6
Mozambique,Influenza pregnant women,6
Mozambique,Influenza residents living in long term care facilities,6
Mozambique,"Measles-containing vaccine, 1st dose",6
Mozambique,"Pertussis-containing vaccine, pregnant women",6
Mozambique,Typhoid,6
Mozambique,Typhoid conjugate vaccine,6
Myanmar,"Diphtheria-containing vaccine, 4th dose (1st booster)",6
Myanmar,Influenza all persons above >6 months (universal recommendation),6
Myanmar,Influenza child age group 1,6
Myanmar,Influenza child age group 2,6
Myanmar,Influenza chronic adult,6
Myanmar,Influenza chronic pediatric,6
Myanmar,Influenza health care workers,6
Myanmar,Influenza older persons,6
Myanmar,Influenza pregnant women,6
Myanmar,Influenza residents living in long term care facilities,6
Myanmar,"Pertussis-containing vaccine, pregnant women",6
Myanmar,Typhoid,6
Myanmar,Typhoid conjugate vaccine,6
Namibia,Influenza all persons above >6 months (universal recommendation),6
Namibia,Influenza child age group 1,6
Namibia,Influenza child age group 2,6
Namibia,Influenza chronic adult,6
Namibia,Influenza chronic pediatric,6
Namibia,Influenza health care workers,6
Namibia,Influenza older persons,6
Namibia,Influenza pregnant women,6
Namibia,Influenza residents living in long term care facilities,6
Namibia,"Pertussis-containing vaccine, pregnant women",6
Namibia,Typhoid conjugate vaccine,6
Nauru,"HepB, birth dose (given within 24 hours of birth)",6
Nauru,Typhoid,6
Nepal,Influenza all persons above >6 months (universal recommendation),6
Nepal,Influenza child age group 1,6
Nepal,Influenza child age group 2,6
Nepal,Influenza chronic adult,6
Nepal,Influenza chronic pediatric,6
Nepal,Influenza health care workers,6
Nepal,Influenza older persons,6
Nepal,Influenza pregnant women,6
Nepal,Influenza residents living in long term care facilities,6
Nepal,"Pertussis-containing vaccine, pregnant women",6
Nepal,"Pneumococcal conjugate vaccine, 2nd dose",6
Nepal,Typhoid,6
Netherlands (Kingdom of the),Influenza all persons above >6 months (universal recommendation),6
Netherlands (Kingdom of the),Influenza child age group 1,6
Netherlands (Kingdom of the),Influenza child age group 2,6
Netherlands (Kingdom of the),Influenza chronic pediatric,6
Netherlands (Kingdom of the),Influenza health care workers,6
Netherlands (Kingdom of the),Influenza pregnant women,6
Netherlands (Kingdom of the),Influenza residents living in long term care facilities,6
Netherlands (Kingdom of the),Typhoid,6
Netherlands (Kingdom of the),Typhoid conjugate vaccine,6
New Caledonia,"Diphtheria-containing vaccine, 5th dose (2nd booster)",6
New Caledonia,"Diphtheria-containing vaccine, 6th dose (3rd booster)",6
New Caledonia,"Fractional inactivated polio-containing vaccine, 1st dose",6
New Caledonia,"Fractional inactivated polio-containing vaccine, 2nd dose",6
New Caledonia,"HPV Male, final dose",6
New Caledonia,"HepB, birth dose total (including those given within and after 24 hours of birth)",6
New Caledonia,"Tetanus-containing vaccine, 5th dose (2nd booster)",6
New Caledonia,"Tetanus-containing vaccine, 6th dose (3rd booster)",6
New Zealand,Influenza child age group 2,6
New Zealand,Influenza chronic adult,6
New Zealand,Influenza chronic pediatric,6
New Zealand,Influenza residents living in long term care facilities,6
New Zealand,"Japanese encephalitis vaccine, 1st dose",6
New Zealand,"Japanese encephalitis vaccine, last dose",6
New Zealand,"Pertussis-containing vaccine, pregnant women",6
New Zealand,Typhoid,6
New Zealand,Typhoid conjugate vaccine,6
Nicaragua,Influenza all persons above >6 months (universal recommendation),6
Nicaragua,Influenza child age group 1,6
Nicaragua,Influenza child age group 2,6
Nicaragua,Influenza residents living in long term care facilities,6
Nicaragua,Typhoid,6
Nicaragua,Typhoid conjugate vaccine,6
Niger,Influenza all persons above >6 months (universal recommendation),6
Niger,Influenza child age group 1,6
Niger,Influenza child age group 2,6
Niger,Influenza chronic adult,6
Niger,Influenza chronic pediatric,6
Niger,Influenza health care workers,6
Niger,Influenza older persons,6
Niger,Influenza pregnant women,6
Niger,Influenza residents living in long term care facilities,6
Niger,"Pertussis-containing vaccine, pregnant women",6
Niger,Typhoid,6
Niger,Typhoid conjugate vaccine,6
Nigeria,Influenza all persons above >6 months (universal recommendation),6
Nigeria,Influenza child age group 1,6
Nigeria,Influenza child age group 2,6
Nigeria,Influenza chronic adult,6
Nigeria,Influenza chronic pediatric,6
Nigeria,Influenza health care workers,6
Nigeria,Influenza older persons,6
Nigeria,Influenza pregnant women,6
Nigeria,Influenza residents living in long term care facilities,6
Nigeria,"Pertussis-containing vaccine, pregnant women",6
Nigeria,"Pneumococcal conjugate vaccine, 2nd dose",6
Nigeria,Typhoid,6
Nigeria,Typhoid conjugate vaccine,6
Niue,"HPV Female, final dose",6
Niue,"HPV Male, final dose",6
Niue,Typhoid conjugate vaccine,6
North Macedonia,"Pertussis-containing vaccine, pregnant women",6
North Macedonia,Typhoid conjugate vaccine,6
Northern Mariana Islands,"Fractional inactivated polio-containing vaccine, 1st dose",6
Northern Mariana Islands,Influenza all persons above >6 months (universal recommendation),6
Northern Mariana Islands,Influenza child age group 1,6
Northern Mariana Islands,Influenza child age group 2,6
Northern Mariana Islands,Influenza chronic adult,6
Northern Mariana Islands,Influenza chronic pediatric,6
Northern Mariana Islands,Influenza health care workers,6
Northern Mariana Islands,Influenza older persons,6
Northern Mariana Islands,Influenza pregnant women,6
Northern Mariana Islands,Influenza residents living in long term care facilities,6
Northern Mariana Islands,"Pertussis-containing vaccine, pregnant women",6
Northern Mariana Islands,Typhoid,6
Northern Mariana Islands,Typhoid conjugate vaccine,6
Norway,"DTP-containing vaccine, 3rd dose",6
Norway,Influenza all persons above >6 months (universal recommendation),6
