country_name,vaccine_name,avg_coverage,total_cases
Kiribati,Meningococcal A conjugate vaccine,0.0,166152.0
Kiribati,Yellow fever vaccine,0.0,927682.0
Kuwait,Japanese encephalitis,0.0,384514.0
Kuwait,Meningococcal A conjugate vaccine,0.0,118312.0
Kuwait,"Vitamin A, 1st dose",0.0,828184.0
Kuwait,Yellow fever vaccine,0.0,828184.0
Kyrgyzstan,"Fractional inactivated polio-containing vaccine, 1st dose",0.0,830184.0
Kyrgyzstan,"Fractional inactivated polio-containing vaccine, 2nd dose",0.0,830184.0
Kyrgyzstan,"HPV Male, final dose",0.0,830184.0
Kyrgyzstan,Japanese encephalitis,0.0,2490552.0
Kyrgyzstan,Meningococcal A conjugate vaccine,0.0,830184.0
Kyrgyzstan,Protection at birth (PAB) against neonatal tetanus,0.0,1314458.0
Kyrgyzstan,Typhoid,0.0,415092.0
Kyrgyzstan,Yellow fever vaccine,0.0,4081738.0
Latvia,"Vitamin A, 1st dose",0.0,1309204.0
Latvia,Yellow fever vaccine,0.0,1116674.0
Least developed,"HPV Vaccination coverage by age 15, first dose, males",0.0,
Least developed,"HPV Vaccination coverage by age 15, last dose, males",0.0,
Least developed,"HPV Vaccination program coverage, first dose, males",0.0,
Least developed,"HPV Vaccination program coverage, last dose, males",0.0,
Lesotho,"Diphtheria-containing vaccine, 5th dose (2nd booster)",0.0,953280.0
Lesotho,"Diphtheria-containing vaccine, 6th dose (3rd booster)",0.0,953280.0
Lesotho,"Fractional inactivated polio-containing vaccine, 1st dose",0.0,953280.0
Lesotho,"Fractional inactivated polio-containing vaccine, 2nd dose",0.0,953280.0
Lesotho,"HPV Male, final dose",0.0,953280.0
Lesotho,"HepB, birth dose total (including those given within and after 24 hours of birth)",0.0,1271040.0
Lesotho,Japanese encephalitis,0.0,2859840.0
Lesotho,Meningococcal A conjugate vaccine,0.0,953280.0
Lesotho,"Pertussis-containing vaccine, 4th dose (1st booster)",0.0,953280.0
Lesotho,"Tetanus-containing vaccine, 4th dose (1st booster)",0.0,953280.0
Lesotho,"Tetanus-containing vaccine, 5th dose (2nd booster)",0.0,953280.0
Lesotho,"Tetanus-containing vaccine, 6th dose (3rd booster)",0.0,953280.0
Lesotho,Typhoid,0.0,476640.0
Lesotho,Yellow fever vaccine,0.0,5084160.0
Liberia,"HepB, birth dose (given within 24 hours of birth)",0.0,7827120.0
Liberia,Japanese encephalitis,0.0,3913560.0
Liberia,"Rubella-containing vaccine, 1st dose",0.0,9131640.0
Lithuania,"Fractional inactivated polio-containing vaccine, 1st dose",0.0,176160.0
Lithuania,"Fractional inactivated polio-containing vaccine, 2nd dose",0.0,176160.0
Lithuania,Protection at birth (PAB) against neonatal tetanus,0.0,278920.0
Low income,"HPV Vaccination coverage by age 15, first dose, males",0.0,
Low income,"HPV Vaccination coverage by age 15, last dose, males",0.0,
Low income,"HPV Vaccination program coverage, first dose, males",0.0,
Low income,"HPV Vaccination program coverage, last dose, males",0.0,
Lower middle income,"HPV Vaccination coverage by age 15, first dose, males",0.0,
Lower middle income,"HPV Vaccination coverage by age 15, last dose, males",0.0,
Lower middle income,"HPV Vaccination program coverage, first dose, males",0.0,
Lower middle income,"HPV Vaccination program coverage, last dose, males",0.0,
Madagascar,"HepB, birth dose (given within 24 hours of birth)",0.0,103889304.0
Madagascar,Japanese encephalitis,0.0,51944652.0
Madagascar,"Rubella-containing vaccine, 1st dose",0.0,121204188.0
Madagascar,Yellow fever vaccine,0.0,99560583.0
Mali,"Diphtheria-containing vaccine, 4th dose (1st booster)",0.0,6018600.0
Mali,"Diphtheria-containing vaccine, 5th dose (2nd booster)",0.0,6018600.0
Mali,"Diphtheria-containing vaccine, 6th dose (3rd booster)",0.0,6018600.0
Mali,"Fractional inactivated polio-containing vaccine, 1st dose",0.0,6018600.0
Mali,"Fractional inactivated polio-containing vaccine, 2nd dose",0.0,6018600.0
Mali,"HPV Male, final dose",0.0,6018600.0
Mali,"HepB, birth dose (given within 24 hours of birth)",0.0,36111600.0
Mali,"HepB, birth dose total (including those given within and after 24 hours of birth)",0.0,8024800.0
Mali,Japanese encephalitis,0.0,18055800.0
Mali,"Pertussis-containing vaccine, 4th dose (1st booster)",0.0,6018600.0
Mali,"Rubella-containing vaccine, 1st dose",0.0,42130200.0
Mali,"Tetanus-containing vaccine, 5th dose (2nd booster)",0.0,6018600.0
Mali,"Tetanus-containing vaccine, 6th dose (3rd booster)",0.0,6018600.0
Mali,Typhoid,0.0,3009300.0
Marshall Islands,"Diphtheria-containing vaccine, 6th dose (3rd booster)",0.0,20292.0
Marshall Islands,"HPV Male, final dose",0.0,20292.0
Marshall Islands,"Japanese encephalitis vaccine, last dose",0.0,10146.0
Marshall Islands,Meningococcal A conjugate vaccine,0.0,20292.0
Marshall Islands,"Tetanus-containing vaccine, 6th dose (3rd booster)",0.0,20292.0
Micronesia (Federated States of),"HPV Male, final dose",0.0,25992.0
Micronesia (Federated States of),Japanese encephalitis,0.0,69312.0
Micronesia (Federated States of),"Japanese encephalitis vaccine, 1st dose",0.0,12996.0
Micronesia (Federated States of),"Japanese encephalitis vaccine, last dose",0.0,12996.0
Micronesia (Federated States of),Meningococcal A conjugate vaccine,0.0,25992.0
Micronesia (Federated States of),Protection at birth (PAB) against neonatal tetanus,0.0,41154.0
Micronesia (Federated States of),"Tetanus-containing vaccine, 6th dose (3rd booster)",0.0,25992.0
Micronesia (Federated States of),Typhoid,0.0,12996.0
Micronesia (Federated States of),Yellow fever vaccine,0.0,129960.0
Middle East and North Africa,"HPV Vaccination coverage by age 15, first dose, females",0.0,
Middle East and North Africa,"HPV Vaccination coverage by age 15, first dose, males",0.0,
Middle East and North Africa,"HPV Vaccination coverage by age 15, last dose, females",0.0,
Middle East and North Africa,"HPV Vaccination coverage by age 15, last dose, males",0.0,
Middle East and North Africa,"HPV Vaccination program coverage, first dose, males",0.0,
Middle East and North Africa,"HPV Vaccination program coverage, last dose, males",0.0,
Montenegro,Japanese encephalitis,0.0,35768.0
Montenegro,Meningococcal A conjugate vaccine,0.0,10520.0
Montenegro,"Pneumococcal conjugate vaccine, 1st dose",0.0,31560.0
Montenegro,"Pneumococcal conjugate vaccine, 2nd dose",0.0,23144.0
Montenegro,"Pneumococcal conjugate vaccine, final dose",0.0,48392.0
Montenegro,Protection at birth (PAB) against neonatal tetanus,0.0,17884.0
Montenegro,"Rotavirus, 1st dose",0.0,31560.0
Montenegro,"Rotavirus, last dose",0.0,50496.0
Montenegro,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",0.0,35768.0
Montenegro,"Vitamin A, 1st dose",0.0,35768.0
Montenegro,Yellow fever vaccine,0.0,35768.0
Montserrat,Influenza health care workers,0.0,50.0
Namibia,"Diphtheria-containing vaccine, 6th dose (3rd booster)",0.0,1019724.0
Namibia,"Fractional inactivated polio-containing vaccine, 2nd dose",0.0,1019724.0
Namibia,"HPV Female, final dose",0.0,1019724.0
Namibia,"HPV Male, final dose",0.0,1019724.0
Namibia,Japanese encephalitis,0.0,3059172.0
Namibia,Meningococcal A conjugate vaccine,0.0,1019724.0
Namibia,"Pertussis-containing vaccine, 4th dose (1st booster)",0.0,1019724.0
Namibia,Typhoid,0.0,509862.0
Namibia,Yellow fever vaccine,0.0,5098620.0
Niger,"HepB, birth dose (given within 24 hours of birth)",0.0,85080168.0
Niger,"HepB, birth dose total (including those given within and after 24 hours of birth)",0.0,18906704.0
Niger,Japanese encephalitis,0.0,42540084.0
Niger,"Rubella-containing vaccine, 1st dose",0.0,99260196.0
Nigeria,Japanese encephalitis,0.0,151949304.0
Nigeria,"Rubella-containing vaccine, 1st dose",0.0,354548376.0
Niue,Influenza chronic children and adults,0.0,872.0
Niue,Influenza pregnant women,0.0,1090.0
Niue,Japanese encephalitis,0.0,6322.0
Niue,Meningococcal A conjugate vaccine,0.0,2180.0
Niue,"Vitamin A, 1st dose",0.0,13952.0
Niue,Yellow fever vaccine,0.0,13516.0
Northern Mariana Islands,Japanese encephalitis,0.0,2940.0
Northern Mariana Islands,Protection at birth (PAB) against neonatal tetanus,0.0,2548.0
Northern Mariana Islands,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",0.0,8624.0
Northern Mariana Islands,"Vitamin A, 1st dose",0.0,10388.0
Northern Mariana Islands,Yellow fever vaccine,0.0,8624.0
Oman,Japanese encephalitis,0.0,6108984.0
Oman,"Rotavirus, last dose",0.0,8484700.0
Pakistan,Japanese encephalitis,0.0,41969760.0
Pakistan,"Vitamin A, 1st dose",0.0,80342112.0
Pakistan,Yellow fever vaccine,0.0,81541248.0
Palau,Japanese encephalitis,0.0,3040.0
Palau,"Vitamin A, 1st dose",0.0,6460.0
Palau,Yellow fever vaccine,0.0,5985.0
Peru,"Fractional inactivated polio-containing vaccine, 1st dose",0.0,2745792.0
Republic of Moldova,"Fractional inactivated polio-containing vaccine, 1st dose",0.0,1096152.0
Republic of Moldova,"Fractional inactivated polio-containing vaccine, 2nd dose",0.0,1096152.0
Republic of Moldova,"HPV Male, final dose",0.0,1096152.0
Republic of Moldova,Japanese encephalitis,0.0,3288456.0
Republic of Moldova,Meningococcal A conjugate vaccine,0.0,1096152.0
Republic of Moldova,Protection at birth (PAB) against neonatal tetanus,0.0,1735574.0
Republic of Moldova,Typhoid,0.0,548076.0
Republic of Moldova,"Vitamin A, 1st dose",0.0,6211528.0
Republic of Moldova,Yellow fever vaccine,0.0,5206722.0
Saint Lucia,Influenza child age group 1,0.0,17994.0
Saint Lucia,Influenza child age group 2,0.0,17994.0
Saint Lucia,Influenza chronic pediatric,0.0,17994.0
Saint Vincent and the Grenadines,"HPV Male, final dose",0.0,13692.0
Saint Vincent and the Grenadines,Typhoid,0.0,6846.0
San Marino,BCG (Baccille Calmette Guérin) vaccine,0.0,10498.0
San Marino,"Vitamin A, 1st dose",0.0,12127.0
San Marino,Yellow fever vaccine,0.0,9593.0
Senegal,Japanese encephalitis,0.0,18955764.0
Serbia,"HPV Vaccination coverage by age 15, last dose, females",0.0,3909136.0
Serbia,"HPV Vaccination coverage by age 15, last dose, males",0.0,3909136.0
Seychelles,"HPV Male, final dose",0.0,17244.0
Seychelles,Japanese encephalitis,0.0,51732.0
Seychelles,Meningococcal A conjugate vaccine,0.0,17244.0
Seychelles,Typhoid,0.0,8622.0
Seychelles,"Vitamin A, 1st dose",0.0,97716.0
Sierra Leone,"HepB, birth dose (given within 24 hours of birth)",0.0,18570600.0
Solomon Islands,Japanese encephalitis,0.0,862176.0
Solomon Islands,Yellow fever vaccine,0.0,1832124.0
Somalia,"HepB, birth dose (given within 24 hours of birth)",0.0,13553640.0
South Asia,"HPV Vaccination coverage by age 15, first dose, males",0.0,
South Asia,"HPV Vaccination coverage by age 15, last dose, males",0.0,
South Asia,"HPV Vaccination program coverage, first dose, males",0.0,
South Asia,"HPV Vaccination program coverage, last dose, males",0.0,
South Sudan,"Diphtheria-containing vaccine, 4th dose (1st booster)",0.0,3440388.0
South Sudan,"Diphtheria-containing vaccine, 5th dose (2nd booster)",0.0,3440388.0
South Sudan,"Diphtheria-containing vaccine, 6th dose (3rd booster)",0.0,3440388.0
South Sudan,"Fractional inactivated polio-containing vaccine, 1st dose",0.0,3440388.0
South Sudan,"Fractional inactivated polio-containing vaccine, 2nd dose",0.0,3440388.0
South Sudan,"HPV Female, final dose",0.0,3440388.0
South Sudan,"HPV Male, final dose",0.0,3440388.0
South Sudan,"HepB, birth dose (given within 24 hours of birth)",0.0,15481746.0
South Sudan,"HepB, birth dose total (including those given within and after 24 hours of birth)",0.0,4587184.0
South Sudan,Japanese encephalitis,0.0,7454174.0
South Sudan,"Measles-containing vaccine, 2nd dose",0.0,12328057.0
South Sudan,Meningococcal A conjugate vaccine,0.0,4013786.0
South Sudan,"Pertussis-containing vaccine, 4th dose (1st booster)",0.0,3440388.0
South Sudan,"Pneumococcal conjugate vaccine, 1st dose",0.0,7454174.0
South Sudan,"Pneumococcal conjugate vaccine, 2nd dose",0.0,6880776.0
South Sudan,"Pneumococcal conjugate vaccine, final dose",0.0,11181261.0
South Sudan,"Rotavirus, 1st dose",0.0,7454174.0
South Sudan,"Rotavirus, last dose",0.0,11181261.0
South Sudan,"Rubella-containing vaccine, 1st dose",0.0,11181261.0
South Sudan,"Tetanus-containing vaccine, 6th dose (3rd booster)",0.0,3440388.0
South Sudan,Typhoid,0.0,1720194.0
South Sudan,Yellow fever vaccine,0.0,12328057.0
South-East Asia Region,"HPV Vaccination coverage by age 15, first dose, males",0.0,189902034.0
South-East Asia Region,"HPV Vaccination coverage by age 15, last dose, males",0.0,189902034.0
South-East Asia Region,"HPV Vaccination program coverage, first dose, males",0.0,189902034.0
South-East Asia Region,"HPV Vaccination program coverage, last dose, males",0.0,189902034.0
Sudan,"HepB, birth dose (given within 24 hours of birth)",0.0,45674930.0
Sudan,Japanese encephalitis,0.0,22184966.0
Sudan,"Rubella-containing vaccine, 1st dose",0.0,53504918.0
Sudan,"Vitamin A, 1st dose",0.0,43064934.0
Syrian Arab Republic,Yellow fever vaccine,0.0,8722842.0
Thailand,"Diphtheria-containing vaccine, 6th dose (3rd booster)",0.0,9556164.0
Thailand,"Fractional inactivated polio-containing vaccine, 2nd dose",0.0,9556164.0
Thailand,"HPV Male, final dose",0.0,9556164.0
Thailand,"Malaria vaccine, 1st dose",0.0,1592694.0
Thailand,"Malaria vaccine, 3rd dose",0.0,1592694.0
Thailand,"Malaria vaccine, 4th dose",0.0,1592694.0
Thailand,"Meningococcal ACYW conjugate vaccine, last dose",0.0,1592694.0
Thailand,"Meningococcal B vaccine, last dose",0.0,1592694.0
Thailand,"Pertussis-containing vaccine, pregnant women",0.0,4778082.0
Thailand,"Pneumococcal conjugate vaccine, 1st dose",0.0,25483104.0
Thailand,"Pneumococcal conjugate vaccine, 2nd dose",0.0,19112328.0
Thailand,"Pneumococcal conjugate vaccine, final dose",0.0,38224656.0
Thailand,"Tetanus-containing vaccine, 6th dose (3rd booster)",0.0,9556164.0
Thailand,Typhoid conjugate vaccine,0.0,4778082.0
Thailand,Yellow fever vaccine,0.0,54947943.0
Timor-Leste,Japanese encephalitis,0.0,63504.0
Timor-Leste,Meningococcal A conjugate vaccine,0.0,21168.0
Timor-Leste,Yellow fever vaccine,0.0,77616.0
Togo,Japanese encephalitis,0.0,10367856.0
Tokelau,Protection at birth (PAB) against neonatal tetanus,0.0,949.0
Tonga,Yellow fever vaccine,0.0,395216.0
Trinidad and Tobago,BCG (Baccille Calmette Guérin) vaccine,0.0,1892792.0
Trinidad and Tobago,"Fractional inactivated polio-containing vaccine, 1st dose",0.0,258108.0
Trinidad and Tobago,"Fractional inactivated polio-containing vaccine, 2nd dose",0.0,258108.0
Trinidad and Tobago,"HepB, birth dose total (including those given within and after 24 hours of birth)",0.0,344144.0
Trinidad and Tobago,Influenza child age group 1,0.0,129054.0
Trinidad and Tobago,Influenza child age group 2,0.0,129054.0
Trinidad and Tobago,Influenza chronic pediatric,0.0,129054.0
Trinidad and Tobago,Japanese encephalitis,0.0,537725.0
Trinidad and Tobago,Meningococcal A conjugate vaccine,0.0,258108.0
Trinidad and Tobago,Protection at birth (PAB) against neonatal tetanus,0.0,408671.0
Trinidad and Tobago,"Rotavirus, 1st dose",0.0,688288.0
Trinidad and Tobago,"Rotavirus, last dose",0.0,1075450.0
Trinidad and Tobago,"Vitamin A, 1st dose",0.0,1441103.0
Turkmenistan,"Vitamin A, 1st dose",0.0,1465860.0
Turkmenistan,Yellow fever vaccine,0.0,1265970.0
Turks and Caicos Islands,"Fractional inactivated polio-containing vaccine, 1st dose",0.0,2184.0
Turks and Caicos Islands,"Fractional inactivated polio-containing vaccine, 2nd dose",0.0,2184.0
Turks and Caicos Islands,Influenza child age group 1,0.0,1092.0
Turks and Caicos Islands,Influenza pregnant women,0.0,1092.0
Turks and Caicos Islands,Meningococcal A conjugate vaccine,0.0,1820.0
Turks and Caicos Islands,"Pneumococcal conjugate vaccine, 1st dose",0.0,2548.0
Turks and Caicos Islands,"Pneumococcal conjugate vaccine, 2nd dose",0.0,2548.0
Turks and Caicos Islands,"Pneumococcal conjugate vaccine, final dose",0.0,2548.0
Turks and Caicos Islands,"Rotavirus, 1st dose",0.0,2548.0
Turks and Caicos Islands,"Rotavirus, last dose",0.0,2548.0
Turks and Caicos Islands,"Tetanus toxoid-containing vaccine, 2nd and subsequent doses",0.0,6916.0
Turks and Caicos Islands,Typhoid,0.0,1092.0
Turks and Caicos Islands,"Vitamin A, 1st dose",0.0,6552.0
Turks and Caicos Islands,Yellow fever vaccine,0.0,6734.0
United Kingdom of Great Britain and Northern Ireland,"Diphtheria-containing vaccine, 6th dose (3rd booster)",0.0,17498220.0
United Kingdom of Great Britain and Northern Ireland,"Fractional inactivated polio-containing vaccine, 1st dose",0.0,17498220.0
United Kingdom of Great Britain and Northern Ireland,"Fractional inactivated polio-containing vaccine, 2nd dose",0.0,17498220.0
United Kingdom of Great Britain and Northern Ireland,"HepB, birth dose (given within 24 hours of birth)",0.0,103531135.0
United Kingdom of Great Britain and Northern Ireland,"HepB, birth dose total (including those given within and after 24 hours of birth)",0.0,23330960.0
United Kingdom of Great Britain and Northern Ireland,Japanese encephalitis,0.0,52494660.0
United Kingdom of Great Britain and Northern Ireland,Meningococcal ACYW conjugate vaccine,0.0,2916370.0
United Kingdom of Great Britain and Northern Ireland,Meningococcal B vaccine,0.0,2916370.0
United Kingdom of Great Britain and Northern Ireland,"Pertussis-containing vaccine, pregnant women",0.0,8749110.0
United Kingdom of Great Britain and Northern Ireland,"Tetanus-containing vaccine, 6th dose (3rd booster)",0.0,17498220.0
United Kingdom of Great Britain and Northern Ireland,"Vitamin A, 1st dose",0.0,97698395.0
United Kingdom of Great Britain and Northern Ireland,Yellow fever vaccine,0.0,93323840.0
United States of America,Yellow fever vaccine,0.0,32434622.0
Uzbekistan,"HPV Male, final dose",0.0,1176084.0
Uzbekistan,Japanese encephalitis,0.0,3528252.0
Uzbekistan,"Meningococcal ACYW conjugate vaccine, last dose",0.0,196014.0
Uzbekistan,"Meningococcal B vaccine, last dose",0.0,196014.0
Uzbekistan,"Pertussis-containing vaccine, pregnant women",0.0,588042.0
Uzbekistan,Typhoid conjugate vaccine,0.0,588042.0
Uzbekistan,Yellow fever vaccine,0.0,5586399.0
Vanuatu,Japanese encephalitis,0.0,338976.0
Vanuatu,"Vitamin A, 1st dose",0.0,720324.0
Vanuatu,Yellow fever vaccine,0.0,720324.0
Venezuela (Bolivarian Republic of),Influenza child age group 1,0.0,2698674.0
Venezuela (Bolivarian Republic of),Influenza child age group 2,0.0,2698674.0
Venezuela (Bolivarian Republic of),Influenza chronic pediatric,0.0,2698674.0
Venezuela (Bolivarian Republic of),Influenza pregnant women,0.0,2698674.0
Wallis and Futuna,Japanese encephalitis,0.0,5480.0
Wallis and Futuna,"Rotavirus, 1st dose",0.0,4795.0
Wallis and Futuna,"Rotavirus, last dose",0.0,4795.0
Wallis and Futuna,"Vitamin A, 1st dose",0.0,24660.0
Wallis and Futuna,Yellow fever vaccine,0.0,21235.0
West and Central Africa,"HPV Vaccination coverage by age 15, first dose, males",0.0,
West and Central Africa,"HPV Vaccination coverage by age 15, last dose, females",0.0,
West and Central Africa,"HPV Vaccination coverage by age 15, last dose, males",0.0,
Zambia,"Diphtheria-containing vaccine, 4th dose (1st booster)",0.0,12061308.0
Zambia,"Diphtheria-containing vaccine, 5th dose (2nd booster)",0.0,12061308.0
Zambia,"Diphtheria-containing vaccine, 6th dose (3rd booster)",0.0,12061308.0
Zambia,"Fractional inactivated polio-containing vaccine, 1st dose",0.0,12061308.0
Zambia,"Fractional inactivated polio-containing vaccine, 2nd dose",0.0,12061308.0
Zambia,"HPV Male, final dose",0.0,12061308.0
Zambia,Japanese encephalitis,0.0,36183924.0
Zambia,Meningococcal A conjugate vaccine,0.0,12061308.0
Zambia,"Pertussis-containing vaccine, 4th dose (1st booster)",0.0,12061308.0
Zambia,"Tetanus-containing vaccine, 4th dose (1st booster)",0.0,12061308.0
Zambia,"Tetanus-containing vaccine, 5th dose (2nd booster)",0.0,12061308.0
Zambia,"Tetanus-containing vaccine, 6th dose (3rd booster)",0.0,12061308.0
Zambia,Typhoid,0.0,6030654.0
Afghanistan,"Diphtheria-containing vaccine, 4th dose (1st booster)",,4572108.0
Afghanistan,"Diphtheria-containing vaccine, 5th dose (2nd booster)",,4572108.0
Afghanistan,"Diphtheria-containing vaccine, 6th dose (3rd booster)",,4572108.0
Afghanistan,"Fractional inactivated polio-containing vaccine, 1st dose",,4572108.0
Afghanistan,"Fractional inactivated polio-containing vaccine, 2nd dose",,4572108.0
Afghanistan,"HPV Female, final dose",,4572108.0
Afghanistan,"HPV Male, final dose",,4572108.0
Afghanistan,"HPV Vaccination coverage by age 15, first dose, females",,5334126.0
Afghanistan,"HPV Vaccination coverage by age 15, first dose, males",,5334126.0
Afghanistan,"HPV Vaccination coverage by age 15, last dose, females",,5334126.0
Afghanistan,"HPV Vaccination coverage by age 15, last dose, males",,5334126.0
Afghanistan,"HPV Vaccination program coverage, first dose, females",,5334126.0
Afghanistan,"HPV Vaccination program coverage, first dose, males",,5334126.0
Afghanistan,"HPV Vaccination program coverage, last dose, females",,5334126.0
Afghanistan,"HPV Vaccination program coverage, last dose, males",,5334126.0
Afghanistan,"HepB, birth dose total (including those given within and after 24 hours of birth)",,6096144.0
Afghanistan,Influenza all persons above >6 months (universal recommendation),,2286054.0
Afghanistan,Influenza child age group 1,,2286054.0
Afghanistan,Influenza child age group 2,,2286054.0
Afghanistan,Influenza chronic adult,,2286054.0
Afghanistan,Influenza chronic children and adults,,1905045.0
Afghanistan,Influenza chronic pediatric,,2286054.0
Afghanistan,Influenza health care workers,,2286054.0
Afghanistan,Influenza older persons,,2286054.0
Afghanistan,Influenza other,,1143027.0
Afghanistan,Influenza pregnant women,,2286054.0
Afghanistan,Influenza residents living in long term care facilities,,2286054.0
Afghanistan,Influenza travellers (incl. Hajj pilgrimage),,1905045.0
Afghanistan,Japanese encephalitis,,13716324.0
Afghanistan,"Malaria vaccine, 1st dose",,762018.0
Afghanistan,"Malaria vaccine, 3rd dose",,762018.0
Afghanistan,"Malaria vaccine, 4th dose",,762018.0
Afghanistan,Meningococcal A conjugate vaccine,,4572108.0
Afghanistan,Meningococcal ACYW conjugate vaccine,,762018.0
Afghanistan,"Meningococcal ACYW conjugate vaccine, last dose",,762018.0
Afghanistan,Meningococcal B vaccine,,762018.0
Afghanistan,"Meningococcal B vaccine, last dose",,762018.0
Afghanistan,"Pertussis-containing vaccine, pregnant women",,2286054.0
Afghanistan,"Rubella-containing vaccine, 1st dose",,32004756.0
Afghanistan,"Tetanus-containing vaccine, 6th dose (3rd booster)",,4572108.0
Afghanistan,Typhoid,,2286054.0
Afghanistan,Typhoid conjugate vaccine,,2286054.0
Afghanistan,Yellow fever vaccine,,25146594.0
Albania,"Fractional inactivated polio-containing vaccine, 1st dose",,1979196.0
Albania,"Fractional inactivated polio-containing vaccine, 2nd dose",,1979196.0
Albania,"HPV Male, final dose",,1979196.0
Albania,"HPV Vaccination coverage by age 15, first dose, females",,2309062.0
Albania,"HPV Vaccination coverage by age 15, first dose, males",,2309062.0
Albania,"HPV Vaccination coverage by age 15, last dose, females",,2309062.0
Albania,"HPV Vaccination coverage by age 15, last dose, males",,2309062.0
Albania,"HPV Vaccination program coverage, first dose, males",,2309062.0
Albania,"HPV Vaccination program coverage, last dose, males",,2309062.0
Albania,Influenza all persons above >6 months (universal recommendation),,989598.0
Albania,Influenza chronic pediatric,,989598.0
Albania,Influenza residents living in long term care facilities,,989598.0
Albania,Influenza travellers (incl. Hajj pilgrimage),,824665.0
Albania,Japanese encephalitis,,5277856.0
Albania,Meningococcal A conjugate vaccine,,1979196.0
Albania,Meningococcal ACYW conjugate vaccine,,329866.0
Albania,"Meningococcal ACYW conjugate vaccine, last dose",,329866.0
Albania,Meningococcal B vaccine,,329866.0
Albania,"Meningococcal B vaccine, last dose",,329866.0
Albania,"Pertussis-containing vaccine, pregnant women",,989598.0
Albania,Typhoid,,989598.0
Albania,Typhoid conjugate vaccine,,989598.0
Albania,"Vitamin A, 1st dose",,10555712.0
Albania,Yellow fever vaccine,,10225846.0
Algeria,"Fractional inactivated polio-containing vaccine, 1st dose",,1653084.0
Algeria,"Fractional inactivated polio-containing vaccine, 2nd dose",,1653084.0
Algeria,"HPV Female, final dose",,1653084.0
Algeria,"HPV Male, final dose",,1653084.0
Algeria,"HPV Vaccination coverage by age 15, first dose, females",,3857196.0
Algeria,"HPV Vaccination coverage by age 15, first dose, males",,3857196.0
Algeria,"HPV Vaccination coverage by age 15, last dose, females",,3857196.0
Algeria,"HPV Vaccination coverage by age 15, last dose, males",,3857196.0
Algeria,"HPV Vaccination program coverage, first dose, females",,3857196.0
Algeria,"HPV Vaccination program coverage, first dose, males",,3857196.0
Algeria,"HPV Vaccination program coverage, last dose, females",,3857196.0
Algeria,"HPV Vaccination program coverage, last dose, males",,3857196.0
Algeria,Influenza all persons above >6 months (universal recommendation),,826542.0
Algeria,Influenza child age group 1,,826542.0
Algeria,Influenza child age group 2,,826542.0
Algeria,Influenza chronic adult,,826542.0
Algeria,Influenza chronic children and adults,,551028.0
Algeria,Influenza chronic pediatric,,826542.0
Algeria,Influenza health care workers,,826542.0
Algeria,Influenza older persons,,826542.0
Algeria,Influenza other,,551028.0
Algeria,Influenza pregnant women,,826542.0
Algeria,Influenza residents living in long term care facilities,,826542.0
Algeria,Influenza travellers (incl. Hajj pilgrimage),,551028.0
Algeria,Japanese encephalitis,,8265420.0
Algeria,"Malaria vaccine, 1st dose",,551028.0
Algeria,"Malaria vaccine, 3rd dose",,551028.0
Algeria,"Malaria vaccine, 4th dose",,551028.0
Algeria,Meningococcal A conjugate vaccine,,1653084.0
Algeria,Meningococcal ACYW conjugate vaccine,,551028.0
Algeria,"Meningococcal ACYW conjugate vaccine, last dose",,551028.0
Algeria,Meningococcal B vaccine,,551028.0
Algeria,"Meningococcal B vaccine, last dose",,551028.0
Algeria,"Pertussis-containing vaccine, pregnant women",,1102056.0
Algeria,"Rotavirus, 1st dose",,7163364.0
Algeria,"Rotavirus, last dose",,12122616.0
Algeria,Typhoid,,551028.0
Algeria,Typhoid conjugate vaccine,,1102056.0
Algeria,"Vitamin A, 1st dose",,17081868.0
Algeria,Yellow fever vaccine,,15428784.0
Andorra,BCG (Baccille Calmette Guérin) vaccine,,18648.0
Andorra,"Diphtheria-containing vaccine, 6th dose (3rd booster)",,3996.0
Andorra,"Fractional inactivated polio-containing vaccine, 1st dose",,3996.0
Andorra,"Fractional inactivated polio-containing vaccine, 2nd dose",,3996.0
Andorra,"HPV Male, final dose",,3996.0
Andorra,"HPV Vaccination coverage by age 15, first dose, males",,4662.0
Andorra,"HPV Vaccination coverage by age 15, last dose, males",,4662.0
Andorra,"HPV Vaccination program coverage, first dose, males",,4662.0
Andorra,"HPV Vaccination program coverage, last dose, males",,4662.0
Andorra,"HepB, birth dose total (including those given within and after 24 hours of birth)",,5328.0
Andorra,Influenza all persons above >6 months (universal recommendation),,1998.0
Andorra,Influenza child age group 1,,1998.0
Andorra,Influenza child age group 2,,1998.0
Andorra,Influenza chronic adult,,1998.0
Andorra,Influenza chronic children and adults,,1665.0
Andorra,Influenza chronic pediatric,,1998.0
Andorra,Influenza health care workers,,1998.0
Andorra,Influenza other,,999.0
Andorra,Influenza pregnant women,,1998.0
Andorra,Influenza travellers (incl. Hajj pilgrimage),,1665.0
Andorra,Japanese encephalitis,,11988.0
Andorra,Meningococcal A conjugate vaccine,,3996.0
Andorra,Meningococcal ACYW conjugate vaccine,,666.0
Andorra,"Pertussis-containing vaccine, pregnant women",,1998.0
